cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
1869,25,Male,Abu Dhabi,Gold,Store,2025-01-06
1871,30,Male,Dubai,Silver,MobileApp,2025-09-22
1872,40,Male,Dubai,Silver,Website,2023-12-27
1873,25,Male,Abu Dhabi,Silver,MobileApp,2021-01-31
1874,25,Male,Abu Dhabi,Silver,Store,2021-11-18
1877,45,Female,Dubai,Platinum,Website,2021-01-10
1878,25,Female,Dubai,Silver,Website,2022-11-09
1881,30,Female,Abu Dhabi,Silver,Store,2021-10-12
1882,20,Male,Abu Dhabi,Silver,Website,2021-06-02
1884,20,Male,Dubai,Silver,Noon,2025-04-02
1885,25,Male,Abu Dhabi,Silver,Website,2022-01-06
1886,45,Male,Sharjah,Gold,Website,2021-10-28
1887,20,Male,Abu Dhabi,Silver,Website,2021-05-26
1892,25,Male,Dubai,Silver,Store,2022-12-03
1893,40,Male,Sharjah,Gold,MobileApp,2021-05-21
1894,40,Male,Abu Dhabi,Gold,MobileApp,2024-01-17
1898,35,Male,Sharjah,Gold,Store,2024-02-04
1900,45,Female,Dubai,Gold,Store,2024-10-10
1902,25,Male,Sharjah,Gold,Store,2023-10-27
1903,25,Male,Sharjah,Silver,Store,2023-08-25
1904,18,Female,Dubai,Silver,Website,2024-05-29
1905,20,Female,Sharjah,Silver,Store,2024-01-16
1909,30,Male,Sharjah,Silver,Store,2022-01-28
1910,18,Female,Abu Dhabi,Platinum,MobileApp,2024-10-07
1911,55,Male,Abu Dhabi,Silver,Store,2024-06-23
1914,25,Male,Sharjah,Silver,Store,2024-02-11
1917,35,Male,Sharjah,Gold,MobileApp,2021-06-07
1918,55,Male,Dubai,Platinum,Store,2023-03-22
1920,35,Male,Dubai,Silver,Website,2022-11-30
1922,40,Male,Abu Dhabi,Gold,Amazon.ae,2021-06-15
1923,25,Male,Dubai,Silver,Store,2021-02-03
1925,25,Female,Sharjah,Silver,MobileApp,2021-10-29
1926,35,Female,Dubai,Platinum,Amazon.ae,2021-08-08
1927,40,Male,Dubai,Silver,Store,2023-11-22
1933,40,Female,Abu Dhabi,Silver,Website,2021-08-03
1934,25,Male,Sharjah,Gold,Website,2024-06-19
1936,35,Female,Sharjah,Silver,Store,2021-01-20
1938,30,Male,Dubai,Silver,Amazon.ae,2025-10-12
1939,35,Male,Abu Dhabi,Gold,Website,2022-03-02
1940,20,Male,Abu Dhabi,Gold,Amazon.ae,2023-09-27
1941,40,Male,Abu Dhabi,Gold,Store,2023-09-08
1942,30,Female,Dubai,Silver,MobileApp,2021-03-13
1944,18,Male,Dubai,Gold,Store,2021-06-27
1946,35,Female,Abu Dhabi,Silver,Website,2021-10-26
1948,35,Male,Abu Dhabi,Silver,Website,2022-06-04
1949,40,Male,Dubai,Silver,Store,2025-02-27
1952,30,Female,Dubai,Silver,Store,2023-08-06
1954,50,Male,Dubai,Silver,MobileApp,2023-03-23
1956,35,Male,Sharjah,Silver,Website,2024-11-24
1957,35,Female,Abu Dhabi,Silver,Website,2024-12-08
1960,35,Male,Abu Dhabi,Gold,Website,2022-05-04
1961,35,Female,Sharjah,Silver,Store,2022-05-17
1962,45,Female,Sharjah,Platinum,Store,2021-11-03
1963,25,Male,Dubai,Silver,Store,2022-02-21
1964,40,Male,Sharjah,Platinum,Store,2022-05-24
1966,25,Male,Dubai,Silver,Noon,2025-04-03
1967,25,Male,Sharjah,Silver,Website,2022-09-30
1968,55,Male,Dubai,Silver,MobileApp,2022-10-28
1969,45,Female,Dubai,Silver,Store,2021-01-06
1970,35,Male,Dubai,Gold,Store,2022-02-26
1971,35,Male,Dubai,Gold,MobileApp,2025-01-14
1975,25,Female,Abu Dhabi,Silver,Website,2025-01-11
1977,40,Male,Sharjah,Silver,Store,2023-04-28
1978,35,Female,Dubai,Gold,Website,2024-01-17
1982,18,Female,Dubai,Silver,Store,2023-12-24
1985,25,Male,Dubai,Silver,MobileApp,2024-11-01
1986,20,Male,Abu Dhabi,Silver,MobileApp,2023-02-20
1987,35,Female,Dubai,Gold,Amazon.ae,2021-11-25
1988,40,Male,Sharjah,Silver,Store,2022-06-02
1991,18,Female,Sharjah,Silver,Store,2022-02-25
1992,30,Male,Dubai,Gold,Store,2024-08-29
1993,35,Female,Dubai,Gold,Store,2021-11-05
1994,45,Female,Dubai,Silver,MobileApp,2023-03-25
1997,30,Male,Dubai,Silver,Store,2023-08-20
1998,25,Male,Dubai,Silver,Store,2024-04-27
2001,20,Male,Abu Dhabi,Gold,MobileApp,2022-08-13
2006,40,Female,Dubai,Silver,Store,2024-10-29
2013,35,Female,Dubai,Silver,Store,2021-05-22
2014,18,Male,Dubai,Silver,Amazon.ae,2024-03-17
2018,25,Male,Dubai,Gold,MobileApp,2022-02-20
2019,35,Female,Sharjah,Silver,Store,2021-01-25
2021,35,Male,Sharjah,Silver,MobileApp,2021-04-04
2025,25,Male,Abu Dhabi,Silver,MobileApp,2024-03-24
2028,25,Male,Abu Dhabi,Platinum,Store,2022-11-16
2029,18,Male,Abu Dhabi,Gold,Store,2022-10-28
2030,25,Male,Dubai,Gold,MobileApp,2023-11-04
2032,35,Male,Dubai,Gold,Website,2023-03-27
2036,25,Female,Dubai,Gold,Store,2023-01-04
2043,18,Male,Abu Dhabi,Gold,Store,2022-03-15
2044,30,Female,Sharjah,Gold,Amazon.ae,2025-09-29
2045,20,Female,Dubai,Silver,Noon,2023-09-15
2047,20,Male,Sharjah,Silver,MobileApp,2022-10-28
2048,25,Female,Sharjah,Silver,MobileApp,2022-01-19
2052,25,Male,Abu Dhabi,Silver,Website,2024-11-20
2054,25,Male,Abu Dhabi,Platinum,Amazon.ae,2022-05-03
2057,25,Female,Sharjah,Gold,Website,2021-12-09
2060,55,Male,Abu Dhabi,Gold,Store,2023-04-29
2064,55,Female,Dubai,Silver,Store,2024-09-01
2066,18,Male,Dubai,Gold,Website,2023-12-31
2067,30,Female,Dubai,Gold,Store,2021-09-26
2068,35,Male,Sharjah,Platinum,Website,2025-03-05
2069,35,Female,Dubai,Silver,Store,2024-05-17
2071,18,Male,Abu Dhabi,Silver,Website,2021-06-25
2074,35,Female,Abu Dhabi,Platinum,Store,2022-09-02
2077,25,Female,Dubai,Gold,Store,2025-06-13
2078,25,Female,Abu Dhabi,Gold,MobileApp,2022-05-07
2082,20,Female,Abu Dhabi,Silver,Website,2022-03-21
2083,20,Male,Sharjah,Silver,MobileApp,2025-08-17
2084,50,Male,Sharjah,Gold,Website,2023-09-25
2085,35,Male,Dubai,Silver,Website,2021-10-22
2087,20,Male,Dubai,Gold,Amazon.ae,2023-03-06
2090,35,Female,Dubai,Silver,Store,2024-02-29
2091,25,Female,Dubai,Silver,Store,2025-10-18
2092,18,Female,Sharjah,Silver,Store,2025-03-31
2094,25,Female,Dubai,Silver,Website,2024-09-11
2096,55,Male,Dubai,Silver,Store,2021-10-13
2098,40,Female,Dubai,Silver,Amazon.ae,2022-01-03
2099,20,Male,Sharjah,Silver,Store,2022-05-01
2105,18,Female,Dubai,Silver,Website,2024-10-01
2106,35,Female,Dubai,Silver,Store,2021-03-19
2107,50,Male,Dubai,Silver,MobileApp,2023-05-01
2108,25,Male,Abu Dhabi,Silver,Store,2024-01-14
2109,25,Female,Abu Dhabi,Silver,Store,2023-06-11
2110,25,Female,Abu Dhabi,Gold,Website,2022-10-23
2112,18,Male,Sharjah,Silver,MobileApp,2022-08-12
2113,30,Female,Sharjah,Silver,MobileApp,2024-10-16
2114,35,Female,Dubai,Silver,Store,2023-02-01
2115,35,Male,Dubai,Silver,Store,2022-07-19
2116,20,Male,Abu Dhabi,Silver,Store,2023-03-23
2119,20,Male,Abu Dhabi,Silver,Noon,2021-10-21
2121,35,Female,Dubai,Silver,Website,2021-12-31
2123,20,Male,Sharjah,Gold,MobileApp,2022-11-09
2124,20,Male,Dubai,Gold,Website,2025-02-26
2125,25,Male,Abu Dhabi,Gold,MobileApp,2024-07-14
2126,20,Female,Dubai,Platinum,Store,2021-04-03
2127,18,Male,Dubai,Gold,Store,2025-09-05
2129,35,Male,Dubai,Silver,Store,2022-03-04
2130,35,Male,Dubai,Silver,Store,2022-09-30
2131,35,Male,Dubai,Gold,Store,2022-01-03
2134,40,Male,Dubai,Gold,Amazon.ae,2025-05-17
2141,35,Male,Sharjah,Gold,Store,2022-10-11
2142,35,Female,Dubai,Gold,MobileApp,2024-05-03
2145,25,Male,Sharjah,Silver,Store,2022-01-21
2146,50,Female,Dubai,Silver,Store,2024-03-05
2149,25,Female,Dubai,Silver,Amazon.ae,2024-12-30
2153,40,Male,Abu Dhabi,Gold,Noon,2024-09-05
2154,30,Male,Abu Dhabi,Gold,Website,2023-05-15
2155,35,Male,Dubai,Gold,MobileApp,2023-09-16
2157,35,Male,Dubai,Silver,Website,2025-09-20
2159,25,Female,Dubai,Silver,MobileApp,2022-05-29
2160,35,Male,Dubai,Silver,Amazon.ae,2025-02-15
2162,18,Male,Dubai,Silver,Website,2023-03-15
2166,18,Male,Abu Dhabi,Gold,Store,2024-10-22
2167,25,Male,Abu Dhabi,Gold,MobileApp,2021-12-02
2168,30,Male,Dubai,Gold,MobileApp,2024-08-12
2169,18,Male,Dubai,Gold,MobileApp,2021-01-24
2172,20,Female,Dubai,Silver,Amazon.ae,2021-04-14
2173,40,Male,Abu Dhabi,Silver,Store,2024-12-06
2174,25,Male,Abu Dhabi,Silver,Website,2022-07-28
2179,18,Female,Dubai,Gold,MobileApp,2021-08-31
2180,20,Male,Abu Dhabi,Platinum,Store,2021-12-08
2184,35,Male,Dubai,Silver,Website,2024-12-10
2186,25,Male,Dubai,Silver,Store,2021-06-09
2187,25,Male,Dubai,Silver,Store,2024-07-04
2188,20,Female,Dubai,Silver,Store,2022-12-15
2189,30,Male,Abu Dhabi,Silver,Store,2022-07-11
2190,30,Male,Sharjah,Silver,Website,2022-07-30
2191,25,Male,Dubai,Silver,MobileApp,2021-07-15
2193,40,Male,Sharjah,Silver,Store,2024-11-15
2195,25,Female,Sharjah,Silver,MobileApp,2021-03-11
2196,50,Male,Dubai,Gold,Store,2025-09-13
2197,55,Male,Dubai,Silver,Store,2023-04-23
2198,25,Male,Abu Dhabi,Silver,Store,2021-09-04
2200,30,Male,Sharjah,Silver,Store,2021-06-07
2201,50,Female,Sharjah,Gold,Store,2023-07-07
2202,45,Male,Abu Dhabi,Gold,MobileApp,2022-11-29
2203,20,Female,Dubai,Gold,Website,2023-01-13
2207,20,Female,Abu Dhabi,Platinum,Amazon.ae,2024-06-20
2209,35,Female,Abu Dhabi,Silver,MobileApp,2022-02-14
2211,45,Male,Abu Dhabi,Silver,Store,2023-06-24
2213,25,Male,Dubai,Silver,Website,2023-11-05
2215,20,Male,Abu Dhabi,Silver,Store,2025-02-22
2218,35,Female,Sharjah,Silver,Store,2025-06-23
2219,20,Male,Dubai,Gold,Website,2025-09-11
2221,20,Female,Dubai,Gold,Website,2024-04-12
2223,35,Male,Sharjah,Silver,Store,2022-07-24
2224,35,Female,Dubai,Gold,Website,2023-03-02
2225,30,Female,Dubai,Silver,Store,2024-03-14
2226,20,Male,Sharjah,Gold,Store,2023-06-28
2228,18,Female,Sharjah,Gold,Store,2021-01-27
2231,20,Male,Dubai,Gold,Store,2023-07-15
2233,20,Female,Dubai,Gold,Store,2024-01-23
2238,18,Female,Dubai,Silver,Store,2025-04-25
2240,20,Male,Sharjah,Gold,Store,2022-05-04
2241,20,Female,Dubai,Silver,Website,2022-05-11
2242,55,Female,Abu Dhabi,Silver,MobileApp,2022-04-25
2246,25,Female,Dubai,Silver,Store,2023-10-30
2247,30,Male,Dubai,Silver,Website,2023-04-21
2249,35,Male,Abu Dhabi,Silver,Website,2023-04-24
2250,20,Female,Abu Dhabi,Gold,Amazon.ae,2024-03-13
2251,30,Male,Dubai,Silver,Store,2021-10-29
2252,25,Female,Dubai,Silver,Website,2022-10-12
2254,35,Female,Dubai,Silver,Store,2023-03-20
2256,20,Female,Dubai,Silver,Store,2024-07-25
2258,20,Female,Dubai,Silver,Store,2021-12-05
2259,25,Male,Dubai,Gold,Store,2025-01-22
2261,35,Male,Dubai,Silver,Store,2024-09-16
2264,45,Female,Dubai,Silver,Website,2024-04-25
2265,20,Male,Abu Dhabi,Silver,Noon,2022-10-28
2266,30,Male,Dubai,Silver,Store,2024-04-10
2267,25,Female,Abu Dhabi,Silver,Website,2022-02-08
2270,18,Male,Sharjah,Gold,Store,2025-03-27
2271,30,Female,Dubai,Gold,Store,2022-07-13
2273,35,Female,Sharjah,Silver,Website,2021-04-21
2274,35,Female,Sharjah,Gold,Amazon.ae,2023-09-15
2277,35,Male,Dubai,Gold,Website,2023-07-19
2279,40,Male,Abu Dhabi,Gold,Store,2023-06-28
2281,40,Male,Abu Dhabi,Silver,Store,2023-03-02
2282,30,Male,Abu Dhabi,Silver,MobileApp,2021-10-19
2283,25,Male,Dubai,Silver,Website,2024-06-29
2284,40,Male,Sharjah,Gold,Website,2025-05-31
2286,20,Female,Dubai,Silver,Store,2021-04-19
2290,18,Female,Sharjah,Silver,Website,2023-11-04
2294,20,Male,Dubai,Silver,Store,2021-02-12
2295,18,Female,Abu Dhabi,Platinum,Amazon.ae,2022-04-06
2296,45,Female,Dubai,Silver,Store,2024-01-31
2297,25,Male,Abu Dhabi,Silver,Website,2025-07-07
2299,55,Female,Dubai,Gold,Amazon.ae,2023-10-30
2301,35,Female,Sharjah,Silver,Website,2021-12-04
2305,25,Female,Abu Dhabi,Gold,Store,2021-12-20
2307,30,Female,Abu Dhabi,Silver,Store,2022-07-09
2308,25,Male,Sharjah,Gold,Noon,2021-03-07
2309,20,Male,Abu Dhabi,Silver,Website,2024-11-12
2310,25,Male,Abu Dhabi,Gold,Store,2022-09-13
2313,25,Male,Sharjah,Silver,Website,2024-01-15
2314,30,Male,Abu Dhabi,Silver,Website,2021-03-25
2316,35,Male,Dubai,Gold,MobileApp,2024-07-07
2317,35,Male,Dubai,Silver,Store,2023-06-11
2318,18,Female,Abu Dhabi,Silver,Store,2023-10-10
2319,20,Male,Abu Dhabi,Platinum,Store,2021-01-20
2321,30,Female,Dubai,Silver,Website,2023-01-25
2325,30,Male,Abu Dhabi,Silver,Website,2025-10-25
2326,18,Female,Dubai,Gold,Store,2022-02-10
2327,40,Male,Abu Dhabi,Gold,Store,2025-03-12
2328,30,Male,Dubai,Silver,Website,2021-10-31
2333,20,Female,Dubai,Silver,Website,2023-03-21
2334,35,Male,Sharjah,Gold,Store,2023-11-19
2338,20,Male,Sharjah,Silver,Website,2021-05-22
2339,45,Female,Dubai,Silver,Noon,2022-10-08
2340,35,Male,Abu Dhabi,Platinum,Noon,2025-08-07
2341,50,Female,Sharjah,Gold,Store,2023-03-20
2342,40,Male,Dubai,Silver,MobileApp,2023-08-06
2345,45,Female,Sharjah,Gold,Store,2023-02-05
2348,20,Male,Abu Dhabi,Gold,MobileApp,2023-10-26
2350,35,Female,Dubai,Gold,Store,2023-07-28
2351,25,Female,Abu Dhabi,Gold,Store,2022-03-25
2352,20,Male,Dubai,Gold,Store,2021-09-23
2353,25,Male,Dubai,Platinum,Store,2025-02-23
2354,20,Female,Abu Dhabi,Silver,Website,2024-06-16
2355,20,Female,Sharjah,Silver,Store,2021-09-07
2356,25,Male,Dubai,Gold,Website,2023-08-13
2359,20,Male,Dubai,Silver,Store,2022-09-24
2362,25,Male,Sharjah,Silver,Store,2022-06-05
2363,40,Male,Sharjah,Silver,MobileApp,2025-01-13
2364,35,Male,Dubai,Silver,Noon,2025-04-29
2365,40,Female,Dubai,Silver,MobileApp,2023-06-03
2366,25,Male,Dubai,Gold,Store,2023-01-04
2368,25,Male,Dubai,Silver,Noon,2024-02-18
2369,50,Male,Dubai,Silver,MobileApp,2023-08-02
2370,35,Female,Abu Dhabi,Silver,Website,2022-07-19
2372,25,Female,Sharjah,Silver,Store,2024-04-14
2378,35,Female,Abu Dhabi,Platinum,MobileApp,2021-06-29
2379,40,Female,Dubai,Silver,Store,2022-08-16
2381,40,Male,Sharjah,Gold,Store,2022-11-22
2382,20,Male,Sharjah,Silver,MobileApp,2025-06-22
2383,18,Female,Abu Dhabi,Gold,Website,2024-02-08
2384,35,Male,Abu Dhabi,Gold,Store,2024-12-18
2387,18,Female,Abu Dhabi,Platinum,Amazon.ae,2022-02-10
2388,25,Female,Dubai,Silver,Amazon.ae,2023-09-13
2389,18,Male,Dubai,Silver,Amazon.ae,2022-09-29
2390,45,Male,Dubai,Gold,Store,2024-01-20
2393,18,Female,Abu Dhabi,Gold,Website,2023-11-27
2394,35,Male,Dubai,Gold,Store,2022-06-01
2400,60,Female,Dubai,Gold,Store,2024-11-30
2401,40,Female,Abu Dhabi,Silver,Store,2024-07-09
2404,30,Female,Dubai,Silver,Store,2025-02-27
2405,18,Male,Sharjah,Gold,Website,2021-02-24
2411,45,Male,Abu Dhabi,Gold,Website,2023-05-07
2419,40,Male,Sharjah,Gold,Website,2022-11-14
2421,25,Female,Dubai,Silver,Amazon.ae,2022-10-14
2424,18,Male,Abu Dhabi,Platinum,Website,2024-02-01
2425,40,Female,Sharjah,Silver,Store,2021-08-14
2426,35,Male,Dubai,Silver,Store,2021-12-19
2428,18,Male,Abu Dhabi,Gold,MobileApp,2024-11-28
2429,40,Male,Sharjah,Silver,MobileApp,2025-09-27
2430,35,Male,Abu Dhabi,Silver,Amazon.ae,2024-09-09
2431,30,Male,Dubai,Silver,Store,2021-05-25
2432,35,Female,Abu Dhabi,Silver,Website,2025-01-28
2433,45,Male,Dubai,Silver,Store,2023-07-04
2434,30,Male,Dubai,Silver,Store,2024-03-01
2436,60,Female,Sharjah,Gold,Website,2021-09-30
2438,25,Female,Abu Dhabi,Gold,Store,2022-06-18
2439,35,Female,Dubai,Gold,Store,2024-05-02
2440,25,Male,Sharjah,Silver,Website,2024-04-08
2442,30,Male,Abu Dhabi,Gold,Store,2023-07-30
2444,50,Male,Dubai,Gold,Website,2021-06-30
2445,25,Male,Dubai,Silver,Noon,2024-06-09
2446,30,Male,Abu Dhabi,Silver,MobileApp,2021-01-29
2448,60,Male,Abu Dhabi,Silver,MobileApp,2023-10-26
2449,60,Male,Dubai,Gold,Amazon.ae,2025-04-19
2450,35,Female,Sharjah,Silver,Website,2021-05-20
2451,40,Female,Dubai,Silver,Website,2023-11-18
2452,35,Female,Abu Dhabi,Silver,Store,2021-04-08
2453,30,Male,Sharjah,Silver,MobileApp,2021-09-19
2455,30,Female,Abu Dhabi,Silver,Store,2021-01-12
2457,35,Female,Sharjah,Gold,Store,2025-03-29
2458,25,Male,Dubai,Silver,Noon,2025-01-28
2460,20,Male,Sharjah,Silver,Store,2021-09-16
2461,30,Female,Dubai,Silver,Website,2021-01-24
2464,35,Male,Dubai,Silver,MobileApp,2022-01-11
2466,20,Female,Dubai,Gold,Store,2024-01-19
2467,35,Male,Dubai,Gold,Store,2025-01-19
2468,30,Female,Abu Dhabi,Silver,Store,2021-08-12
2470,35,Male,Abu Dhabi,Gold,Store,2021-09-14
2473,40,Male,Dubai,Silver,Amazon.ae,2024-03-17
2475,18,Male,Dubai,Silver,Website,2022-12-02
2476,40,Male,Abu Dhabi,Gold,Website,2023-06-30
2477,35,Male,Dubai,Silver,Amazon.ae,2022-11-30
2479,40,Female,Dubai,Platinum,Store,2025-09-20
2486,30,Male,Dubai,Platinum,Website,2023-05-17
2487,25,Female,Abu Dhabi,Gold,Website,2024-03-15
2490,30,Female,Sharjah,Silver,Store,2023-08-18
2494,25,Male,Dubai,Silver,Website,2025-09-05
2496,35,Male,Dubai,Silver,MobileApp,2024-09-05
2498,45,Female,Dubai,Gold,Store,2022-12-16
2499,35,Male,Abu Dhabi,Silver,Noon,2025-02-14
2500,20,Female,Dubai,Gold,Store,2022-10-29
2501,45,Female,Sharjah,Platinum,MobileApp,2024-09-09
2502,45,Female,Dubai,Silver,Website,2023-07-02
2503,20,Male,Dubai,Silver,MobileApp,2022-01-30
2505,25,Male,Dubai,Gold,MobileApp,2021-07-05
2508,18,Female,Dubai,Silver,MobileApp,2025-10-19
2512,30,Female,Abu Dhabi,Silver,Website,2025-10-04
2513,40,Female,Dubai,Silver,Website,2021-03-15
2515,25,Male,Dubai,Silver,Store,2024-01-14
2516,18,Female,Sharjah,Silver,Store,2022-09-24
2517,55,Female,Abu Dhabi,Platinum,Website,2023-11-04
2518,40,Female,Abu Dhabi,Platinum,Store,2023-04-20
2520,50,Male,Abu Dhabi,Silver,Website,2023-07-01
2523,18,Male,Dubai,Silver,Website,2024-12-20
2524,20,Female,Dubai,Silver,Amazon.ae,2023-08-24
2526,30,Male,Dubai,Silver,Amazon.ae,2021-08-30
2529,20,Male,Abu Dhabi,Silver,Store,2025-04-25
2530,20,Male,Sharjah,Platinum,Website,2025-09-16
2531,55,Male,Sharjah,Silver,Website,2025-07-27
2533,55,Female,Abu Dhabi,Silver,Store,2023-05-29
2534,25,Female,Dubai,Gold,Website,2025-01-19
2535,25,Female,Sharjah,Silver,Store,2021-09-12
2537,25,Female,Dubai,Silver,Store,2025-05-24
2538,25,Female,Dubai,Silver,Amazon.ae,2023-12-12
2539,20,Male,Dubai,Gold,Store,2021-11-25
2540,20,Male,Dubai,Silver,Store,2021-04-08
2545,20,Female,Dubai,Gold,Amazon.ae,2023-02-22
2547,20,Female,Dubai,Silver,Store,2021-11-23
2550,20,Male,Abu Dhabi,Gold,Store,2022-01-02
2553,25,Male,Sharjah,Gold,Noon,2025-01-05
2554,30,Male,Dubai,Silver,Store,2024-03-23
2558,30,Male,Dubai,Silver,Store,2022-05-10
2559,20,Male,Sharjah,Silver,Store,2024-02-13
2561,25,Male,Dubai,Silver,Website,2024-09-18
2562,30,Female,Abu Dhabi,Silver,Store,2024-02-28
2564,30,Female,Abu Dhabi,Platinum,Store,2021-04-05
2565,25,Male,Dubai,Gold,Noon,2024-09-02
2566,40,Female,Dubai,Gold,Amazon.ae,2023-06-26
2567,18,Female,Abu Dhabi,Silver,Store,2024-01-30
2573,40,Male,Sharjah,Gold,Website,2025-06-27
2574,45,Male,Sharjah,Silver,Store,2023-10-29
2575,25,Male,Dubai,Silver,Store,2021-05-16
2576,30,Male,Dubai,Silver,Website,2022-09-02
2578,60,Male,Abu Dhabi,Gold,Website,2021-09-18
2579,45,Female,Abu Dhabi,Silver,Amazon.ae,2024-03-16
2580,25,Male,Abu Dhabi,Gold,Amazon.ae,2022-04-03
2581,20,Female,Dubai,Gold,Store,2025-09-17
2582,30,Male,Dubai,Silver,Store,2025-01-01
2585,30,Male,Dubai,Silver,Store,2021-08-20
2587,25,Female,Dubai,Silver,MobileApp,2021-05-27
2588,45,Male,Abu Dhabi,Gold,Store,2022-12-18
2589,25,Male,Dubai,Gold,Website,2022-05-22
2590,25,Male,Dubai,Silver,Store,2022-07-12
2592,40,Female,Dubai,Gold,Amazon.ae,2021-12-02
2597,30,Male,Sharjah,Silver,Store,2025-03-21
2599,30,Female,Dubai,Gold,Website,2022-12-24
2600,35,Male,Dubai,Platinum,Website,2022-07-21
2604,35,Female,Sharjah,Silver,Store,2022-04-21
2609,20,Male,Dubai,Silver,Store,2022-12-21
2610,20,Male,Dubai,Gold,Website,2024-11-05
2611,40,Female,Dubai,Gold,Noon,2023-09-22
2614,55,Female,Dubai,Silver,Store,2022-11-17
2615,30,Male,Abu Dhabi,Platinum,Store,2022-10-01
2616,20,Female,Sharjah,Silver,Website,2024-03-25
2618,40,Male,Dubai,Silver,Store,2023-08-19
2619,25,Male,Dubai,Gold,Website,2023-07-24
2620,18,Female,Abu Dhabi,Gold,Amazon.ae,2023-06-09
2622,40,Male,Dubai,Platinum,Website,2024-01-16
2623,40,Male,Dubai,Silver,Website,2022-02-10
2624,20,Male,Dubai,Silver,MobileApp,2025-02-28
2627,20,Male,Sharjah,Silver,Store,2023-12-24
2628,45,Female,Abu Dhabi,Silver,Store,2021-04-29
2629,20,Male,Dubai,Platinum,Store,2021-12-07
2630,25,Female,Dubai,Gold,Website,2021-11-09
2632,45,Female,Dubai,Silver,Noon,2025-03-09
2633,40,Male,Sharjah,Platinum,Website,2021-10-20
2642,18,Male,Dubai,Silver,Website,2022-05-02
2644,20,Female,Abu Dhabi,Gold,Store,2023-11-14
2645,20,Female,Abu Dhabi,Gold,Store,2023-12-19
2646,50,Male,Dubai,Gold,Website,2023-01-19
2648,30,Male,Abu Dhabi,Silver,Store,2021-11-07
2650,20,Male,Abu Dhabi,Silver,Website,2022-11-03
2656,25,Male,Dubai,Silver,Store,2021-02-28
2659,18,Male,Abu Dhabi,Gold,Website,2022-09-25
2660,20,Male,Sharjah,Gold,MobileApp,2024-02-17
2661,25,Male,Dubai,Gold,Store,2021-10-13
2662,30,Male,Dubai,Gold,Store,2021-01-18
2664,50,Female,Dubai,Platinum,Website,2024-11-16
2668,18,Male,Abu Dhabi,Silver,Noon,2023-11-08
2669,30,Female,Dubai,Silver,Website,2022-08-03
2670,25,Female,Sharjah,Silver,Amazon.ae,2024-02-12
2672,20,Male,Dubai,Platinum,Store,2025-04-05
2674,25,Female,Sharjah,Platinum,Website,2022-04-06
2675,20,Female,Dubai,Silver,Website,2025-06-22
2678,20,Male,Dubai,Gold,Noon,2023-10-26
2683,40,Male,Dubai,Gold,Amazon.ae,2021-10-03
2686,20,Female,Sharjah,Gold,Noon,2021-01-29
2687,40,Male,Sharjah,Gold,Website,2023-10-02
2688,20,Female,Abu Dhabi,Silver,Store,2024-10-13
2689,35,Male,Abu Dhabi,Silver,Store,2022-10-12
2690,30,Female,Dubai,Silver,Store,2024-03-26
2692,25,Male,Sharjah,Silver,Website,2023-04-23
2697,40,Male,Abu Dhabi,Gold,Website,2021-11-09
2698,20,Male,Dubai,Silver,Noon,2022-08-22
2699,25,Male,Abu Dhabi,Silver,Website,2024-02-21
2700,18,Female,Dubai,Silver,Website,2025-09-23
2705,35,Female,Sharjah,Silver,Amazon.ae,2021-01-28
2706,35,Female,Abu Dhabi,Gold,Store,2024-03-24
2707,25,Male,Abu Dhabi,Silver,Amazon.ae,2023-08-24
2708,40,Male,Dubai,Gold,Store,2024-06-07
2710,45,Male,Dubai,Silver,Noon,2023-10-27
2711,35,Female,Abu Dhabi,Silver,Store,2022-04-18
2714,55,Female,Abu Dhabi,Silver,Store,2023-11-23
2715,18,Female,Dubai,Gold,Store,2021-03-30
2716,35,Male,Dubai,Gold,Noon,2024-09-19
2717,35,Female,Abu Dhabi,Platinum,Website,2021-02-09
2718,35,Male,Dubai,Gold,Website,2022-11-12
2719,60,Female,Dubai,Silver,Website,2022-01-10
2720,25,Female,Dubai,Gold,Noon,2024-08-14
2721,25,Male,Abu Dhabi,Silver,MobileApp,2023-09-25
2722,18,Female,Abu Dhabi,Silver,Store,2022-01-28
2723,25,Female,Dubai,Silver,Store,2023-11-08
2724,25,Male,Dubai,Platinum,Store,2025-03-31
2725,25,Male,Dubai,Platinum,Website,2021-05-12
2726,40,Female,Abu Dhabi,Gold,Store,2021-10-17
2728,20,Male,Dubai,Gold,Amazon.ae,2021-07-28
2729,25,Female,Sharjah,Silver,Store,2021-11-23
2730,50,Female,Sharjah,Silver,Website,2023-09-19
2732,18,Male,Sharjah,Silver,Store,2021-10-06
2733,20,Male,Dubai,Silver,Store,2024-11-06
2738,30,Male,Abu Dhabi,Platinum,MobileApp,2021-10-04
2741,35,Male,Sharjah,Silver,Noon,2024-11-02
2742,40,Male,Sharjah,Silver,MobileApp,2022-03-09
2745,50,Female,Dubai,Silver,Website,2024-01-01
2746,40,Male,Dubai,Silver,Store,2021-11-13
2749,18,Male,Dubai,Silver,Store,2021-05-01
2750,20,Male,Dubai,Gold,Store,2024-09-27
2751,35,Male,Sharjah,Silver,Store,2022-10-15
2752,25,Male,Abu Dhabi,Silver,Amazon.ae,2021-10-31
